CustomerKey;GeographyKey;FullName;Age;MaritalStatus;Gender;YearlyIncome;IncomeCat;TotalChildren;NumberChildrenAtHome;Education;Occupation;HouseOwner;NumberCarsOwned;YearsSinceFirstPurchase;CloseToStore
21221;3;Martin L. Sai;54;Married;Male;60000;Average;1;0;Partial College;Skilled Manual;Yes;1;1;Yes
21222;22;Kelvin K. Xu;49;Married;Male;60000;Average;1;0;Partial College;Skilled Manual;Yes;1;2;Yes
21223;14;Evelyn A. Suri;54;Single;Female;70000;High;5;4;Partial College;Skilled Manual;Yes;3;1;No
21224;27;Jamie S. Alan;58;Married;Male;90000;High;2;0;Bachelors;Professional;Yes;1;1;Yes
21225;10;Michele E. Jai;57;Single;Female;90000;High;2;0;Bachelors;Professional;Yes;1;2;Yes
21226;11;Dale L. Nara;60;Single;Male;80000;High;1;0;Partial College;Skilled Manual;No;1;2;Yes
21227;21;Melanie Morgan;57;Married;Female;30000;Very High;2;0;Partial College;Clerical;No;2;1;Yes
21228;32;Cassidy Henderson;57;Married;Female;40000;Average;2;0;Bachelors;Management;Yes;1;2;Yes
21229;21;Latoya S. Jai;57;Single;Female;40000;Average;2;0;Bachelors;Management;Yes;1;2;Yes
21230;21;Carla V. Rodriguez;62;Married;Female;40000;Average;2;0;Bachelors;Management;Yes;1;2;Yes
21231;24;Christine A. Goel;63;Married;Female;40000;Average;2;0;Bachelors;Management;Yes;1;2;Yes
21232;8;Levi G. Garcia;67;Married;Male;10000;Low;2;1;High School;Skilled Manual;Yes;2;1;Yes
21233;358;Christopher E. Smith;40;Married;Male;30000;Very High;0;0;High School;Skilled Manual;No;2;1;Yes
21234;312;Brianna A. Rivera;40;Single;Female;30000;Very High;0;0;High School;Skilled Manual;Yes;2;1;Yes
21235;298;Stephanie V. Hernandez;40;Single;Female;40000;Average;0;0;High School;Skilled Manual;No;1;1;Yes
21236;632;Adrian J. Peterson;41;Single;Male;40000;Average;0;0;High School;Skilled Manual;Yes;1;1;Yes
21237;345;Luke Washington;36;Married;Male;30000;Very High;0;0;High School;Skilled Manual;Yes;2;1;Yes
21238;49;Carl Tang;35;Single;Male;30000;Very High;0;0;High School;Skilled Manual;No;2;1;Yes
21239;30;Christy I. Liang;78;Married;Female;30000;Very High;2;0;Partial College;Clerical;No;2;1;Yes
21240;374;Aaron Jenkins;36;Single;Male;30000;Very High;0;0;Partial High School;Clerical;No;2;1;Yes
21241;553;Carson L. Griffin;37;Single;Male;30000;Very High;0;0;Partial High School;Clerical;No;2;1;Yes
21242;358;Morgan M. Patterson;38;Single;Female;30000;Very High;0;0;Partial High School;Clerical;Yes;2;1;Yes
21243;374;Juan M. Bailey;37;Married;Male;40000;Average;0;0;High School;Skilled Manual;No;2;1;Yes
21244;325;Allison E. Torres;38;Married;Female;40000;Average;0;0;High School;Skilled Manual;Yes;2;1;Yes
21245;338;Samantha E. Rodriguez;38;Married;Female;40000;Average;0;0;High School;Skilled Manual;No;2;1;Yes
21246;301;Samuel Nelson;37;Single;Male;40000;Average;0;0;High School;Skilled Manual;No;2;1;Yes
21247;638;Alex E. Sanders;37;Married;Male;40000;Average;0;0;High School;Skilled Manual;Yes;2;1;Yes
21248;23;Ramon Li;78;Married;Male;40000;Average;2;0;Bachelors;Management;Yes;2;1;Yes
21249;526;Alvin Xu;39;Single;Male;40000;Average;0;0;High School;Skilled Manual;No;2;1;Yes
21250;543;Fernando E. Coleman;38;Married;Male;40000;Average;0;0;High School;Skilled Manual;Yes;2;1;Yes
21251;49;Erika C. Dominguez;36;Single;Female;30000;Very High;0;0;Partial High School;Clerical;No;2;1;Yes
21252;53;Luis G. Chen;37;Single;Male;30000;Very High;0;0;Partial High School;Clerical;Yes;2;1;Yes
21253;616;Victoria Williams;36;Single;Female;40000;Average;0;0;High School;Skilled Manual;No;2;1;Yes
21254;34;Tonya M. Black;76;Married;Female;30000;Very High;2;0;Partial College;Clerical;No;2;1;Yes
21255;32;Martha R. Lu;76;Married;Female;60000;Average;2;0;Graduate Degree;Management;Yes;1;1;Yes
21256;6;Meghan I. Torres;69;Married;Female;40000;Average;2;0;Bachelors;Management;Yes;2;2;Yes
21257;26;Evelyn S. Subram;75;Married;Female;40000;Average;2;0;Bachelors;Management;Yes;2;2;Yes
21258;8;Alfredo Serrano;72;Single;Male;40000;Average;2;0;Bachelors;Management;Yes;2;2;Yes
21259;19;Curtis Cai;72;Single;Male;60000;Average;2;0;Graduate Degree;Management;Yes;1;2;Yes
21260;632;Ariana A. Howard;40;Single;Female;40000;Average;0;0;High School;Skilled Manual;Yes;2;1;Yes
21261;368;Jessica Kelly;40;Single;Female;40000;Average;0;0;Partial College;Skilled Manual;Yes;1;1;Yes
21262;372;Sara R. Edwards;40;Single;Female;40000;Average;0;0;Partial College;Skilled Manual;No;1;1;Yes
21263;49;Gail L. Russell;41;Single;Female;40000;Average;0;0;Partial College;Skilled Manual;No;1;1;Yes
21264;634;Caleb Butler;37;Single;Male;60000;Average;0;0;Partial College;Skilled Manual;Yes;1;1;Yes
21265;302;Richard D. Stone;38;Single;Male;70000;High;0;0;Partial College;Skilled Manual;No;2;1;Yes
21266;54;Taylor Washington;38;Single;Female;80000;High;0;0;Bachelors;Management;Yes;1;2;Yes
21267;632;Charles Parker;42;Married;Male;80000;High;0;0;Bachelors;Management;Yes;1;1;Yes
21268;302;Elizabeth S. Lewis;42;Married;Female;80000;High;0;0;Bachelors;Management;Yes;1;1;Yes
21269;299;Blake Clark;42;Single;Male;90000;High;4;4;Bachelors;Management;Yes;1;1;Yes
21270;637;Daniel Jackson;48;Single;Male;110000;Very High;0;1;Graduate Degree;Management;Yes;0;1;Yes
21271;348;Thomas Wang;48;Married;Male;120000;Very High;0;1;Bachelors;Management;Yes;2;1;Yes
21272;60;Nicole L. Ward;42;Single;Female;90000;High;4;4;Bachelors;Management;Yes;1;2;Yes
21273;631;Jennifer Thomas;48;Married;Female;100000;Very High;2;0;Bachelors;Management;Yes;3;1;Yes
21274;347;Seth Scott;36;Single;Male;60000;Average;0;0;Partial College;Skilled Manual;Yes;1;1;Yes
21275;347;Abigail Cox;36;Married;Female;60000;Average;0;0;Partial College;Skilled Manual;Yes;1;1;Yes
21276;53;Ian Coleman;37;Married;Male;40000;Average;0;0;High School;Skilled Manual;Yes;2;1;Yes
21277;64;Lucas O. Thompson;38;Single;Male;40000;Average;0;0;Partial High School;Clerical;No;2;1;Yes
21278;536;Julia C. King;38;Single;Female;40000;Average;0;0;Partial High School;Clerical;No;2;1;Yes
21279;37;Linda R.. Rousey;63;Married;Female;10000;Low;2;1;Partial High School;Clerical;Yes;2;1;Yes
21280;612;Justin J. Walker;37;Single;Male;40000;Average;0;0;Partial College;Skilled Manual;No;1;1;Yes
21281;307;Andrea Hill;38;Single;Female;60000;Average;0;0;Partial College;Skilled Manual;No;2;1;Yes
21282;322;Julia Smith;38;Married;Female;60000;Average;0;0;Partial College;Skilled Manual;Yes;2;1;Yes
21283;27;Orlando M. Jiménez;65;Married;Male;20000;Low;4;0;High School;Skilled Manual;Yes;2;1;Yes
21284;65;Cody A. Stewart;40;Married;Male;50000;Average;1;1;Graduate Degree;Skilled Manual;Yes;0;2;Yes
21285;539;Mackenzie Rivera;52;Married;Female;90000;High;0;0;Partial College;Professional;No;1;1;No
21286;300;Luke J.. Roy;52;Single;Male;100000;Very High;0;2;Partial College;Professional;Yes;2;1;Yes
21287;307;Kendra Jimenez;52;Married;Female;110000;Very High;4;2;Bachelors;Management;Yes;4;1;Yes
21288;352;Hunter Hall;53;Single;Male;130000;Very High;3;2;Bachelors;Management;No;4;1;Yes
21289;612;Warren A. Wang;53;Single;Male;90000;High;4;3;Partial College;Professional;Yes;0;1;Yes
21290;542;Angel Torres;54;Single;Male;100000;Very High;1;2;Partial College;Professional;No;3;1;Yes
21291;626;Rachel C. Morris;48;Married;Female;100000;Very High;1;2;Partial College;Professional;Yes;3;1;Yes
21292;552;Austin Martinez;37;Married;Male;100000;Very High;1;2;Partial College;Professional;Yes;4;1;Yes
21293;311;Ashley Garcia;53;Single;Female;120000;Very High;1;3;Partial College;Professional;Yes;4;1;Yes
21294;355;David A. Foster;54;Married;Male;130000;Very High;1;2;Bachelors;Management;Yes;4;1;Yes
21295;54;Benjamin J. Thomas;49;Married;Male;70000;High;5;4;Partial College;Professional;Yes;3;1;Yes
21296;607;Luis L. Hall;43;Married;Male;80000;High;5;4;Partial College;Professional;No;3;0;Yes
21297;542;Melanie L. Murphy;49;Single;Female;90000;High;4;3;High School;Professional;Yes;1;1;Yes
21298;543;Noah Collins;55;Married;Male;90000;High;4;3;High School;Professional;Yes;1;1;Yes
21299;627;Hannah Gonzales;54;Married;Female;90000;High;4;3;High School;Professional;Yes;1;1;Yes
21300;322;Kaylee Morgan;43;Married;Female;130000;Very High;1;3;Bachelors;Management;Yes;1;1;Yes
21301;539;Sierra Gonzalez;55;Single;Female;80000;High;2;0;Partial High School;Skilled Manual;No;2;0;Yes
21302;545;Logan F. Foster;61;Married;Male;80000;High;2;0;Partial High School;Skilled Manual;Yes;2;1;Yes
21303;374;Sydney L. Jenkins;60;Married;Female;60000;Average;2;0;High School;Professional;No;2;1;Yes
21304;618;Jada Cooper;61;Married;Female;60000;Average;2;0;High School;Professional;No;2;1;Yes
21305;65;Hunter J. Garcia;61;Married;Male;60000;Average;2;0;High School;Professional;No;2;2;Yes
21306;51;Jackson J. Perry;61;Single;Male;60000;Average;2;0;High School;Professional;Yes;2;1;Yes
21307;316;Olivia A. Jones;61;Married;Female;70000;High;4;3;High School;Professional;Yes;0;1;Yes
21308;66;Kayla L. Garcia;61;Married;Female;70000;High;4;3;High School;Professional;Yes;0;1;Yes
21309;361;Julia Anderson;61;Married;Female;80000;High;3;2;Partial College;Professional;Yes;1;1;Yes
21310;338;Mariah L. Hayes;55;Married;Female;90000;High;2;1;High School;Professional;Yes;1;1;No
21311;62;Jennifer E. Ramirez;60;Single;Female;90000;High;2;1;High School;Professional;Yes;1;2;No
21312;543;Connor R. Scott;75;Married;Male;50000;Average;2;0;Graduate Degree;Management;Yes;2;1;Yes
21313;307;Beth P. Diaz;75;Married;Female;70000;High;4;0;Graduate Degree;Management;No;2;1;Yes
21314;638;Devin E. Patterson;80;Married;Male;60000;Average;2;0;Graduate Degree;Management;No;2;1;Yes
21315;301;Audrey Sanz;74;Married;Female;70000;High;4;0;Graduate Degree;Management;No;2;1;Yes
21316;358;John I. Thompson;80;Married;Male;130000;Very High;2;3;Graduate Degree;Management;No;3;1;Yes
21317;359;Lauren C. Rivera;79;Married;Female;130000;Very High;2;3;Graduate Degree;Management;Yes;3;1;Yes
21318;51;Devin G. Richardson;50;Single;Male;80000;High;5;4;Partial College;Professional;No;3;1;Yes
21319;609;Zachary C. Lee;55;Married;Male;90000;High;4;3;High School;Professional;Yes;2;1;Yes
21320;609;Hannah L. Coleman;50;Married;Female;90000;High;4;3;High School;Professional;Yes;2;1;Yes
21321;612;Jon Jai;50;Single;Male;90000;High;4;3;High School;Professional;No;3;1;Yes
21322;543;Carlos M. Ramirez;50;Married;Male;90000;High;4;3;High School;Professional;Yes;3;1;Yes
21323;632;Robert Jackson;50;Married;Male;100000;Very High;3;2;Partial College;Professional;Yes;4;1;Yes
21324;300;Chloe Baker;56;Married;Female;110000;Very High;5;3;Partial College;Professional;No;4;1;Yes
21325;316;Angela Hayes;50;Married;Female;120000;Very High;1;3;High School;Professional;Yes;4;1;Yes
21326;355;Andrea Green;50;Married;Female;160000;Very High;1;3;Partial College;Professional;No;3;1;Yes
21327;374;Connor Washington;56;Single;Male;170000;Very High;1;1;Bachelors;Management;No;3;1;Yes
21328;348;Xavier Nelson;56;Single;Male;70000;High;2;0;Partial High School;Skilled Manual;No;2;1;Yes
21329;355;Wyatt Brown;57;Married;Male;60000;Average;2;0;Partial High School;Skilled Manual;Yes;2;1;Yes
21330;355;Isabella Clark;56;Single;Female;60000;Average;2;0;Partial High School;Skilled Manual;Yes;2;1;Yes
21331;54;Timothy James;62;Single;Male;60000;Average;2;0;Partial High School;Skilled Manual;Yes;2;2;Yes
21332;51;Bailey Carter;61;Married;Female;60000;Average;2;0;Partial High School;Skilled Manual;No;2;2;Yes
21333;553;Mackenzie Allen;62;Married;Female;70000;High;3;0;Graduate Degree;Management;Yes;2;1;Yes
21334;338;Mason Nelson;62;Single;Male;70000;High;3;0;Graduate Degree;Management;Yes;2;1;Yes
21335;612;Ana L. Coleman;62;Married;Female;70000;High;3;0;Graduate Degree;Management;Yes;2;1;Yes
21336;51;Angel S. Perez;62;Married;Male;60000;Average;3;0;Graduate Degree;Management;Yes;2;2;Yes
21337;609;Jennifer A. Smith;58;Single;Female;40000;Average;3;0;Partial College;Professional;Yes;2;1;Yes
21338;299;Victoria A. Price;58;Married;Female;40000;Average;3;0;Partial College;Professional;No;2;1;Yes
21339;70;Haley J. Barnes;68;Single;Female;60000;Average;3;0;Graduate Degree;Management;No;2;1;Yes
21340;641;Adam L. Wang;79;Married;Male;60000;Average;3;0;Graduate Degree;Management;Yes;2;1;No
21341;311;Louis C. Liu;77;Married;Male;60000;Average;3;0;Graduate Degree;Management;Yes;2;0;Yes
21342;300;Tonya S. Xie;77;Married;Female;70000;High;5;0;Graduate Degree;Management;No;2;1;Yes
21343;301;Colin Zeng;72;Married;Male;70000;High;5;0;Graduate Degree;Management;Yes;2;1;No
21344;335;Trevor E. Perry;67;Married;Male;70000;High;5;0;Graduate Degree;Management;No;2;1;Yes
21345;49;Kristina S. Martinez;77;Married;Female;80000;High;4;0;Graduate Degree;Management;Yes;2;1;Yes
21346;368;Christian R. Rodriguez;76;Married;Male;60000;Average;3;0;Graduate Degree;Management;Yes;2;1;Yes
21347;49;Alisha Raji;77;Single;Female;60000;Average;3;0;Graduate Degree;Management;Yes;2;0;No
21348;52;Alexis Patterson;76;Married;Female;70000;High;5;0;Graduate Degree;Management;Yes;2;2;Yes
21349;54;Bryan Kelly;76;Married;Male;70000;High;5;0;Graduate Degree;Management;No;2;2;Yes
21350;307;Mindy Sharma;76;Married;Female;70000;High;5;0;Graduate Degree;Management;Yes;2;1;No
21351;334;James Coleman;75;Married;Male;70000;High;5;0;Graduate Degree;Management;Yes;2;1;No
21352;68;Morgan H. Long;75;Married;Female;50000;Average;4;0;Bachelors;Management;Yes;2;2;Yes
21353;610;Karen Wu;75;Single;Female;50000;Average;4;0;Bachelors;Management;Yes;2;1;No
21354;52;Morgan E. Bailey;74;Single;Female;60000;Average;3;0;Graduate Degree;Management;Yes;2;2;No
21355;627;Mya N. Diaz;74;Married;Female;60000;Average;3;0;Graduate Degree;Management;Yes;2;1;No
21356;335;Gabriella K. Evans;74;Single;Female;60000;Average;3;0;Graduate Degree;Management;Yes;2;1;No
21357;616;Jada Nelson;75;Single;Female;60000;Average;3;0;Graduate Degree;Management;Yes;2;1;No
21358;348;Cody Reed;75;Married;Male;70000;High;5;0;Graduate Degree;Management;Yes;2;1;No
21359;12;Johnny Luo;64;Married;Male;30000;Very High;2;0;Partial College;Clerical;No;2;2;Yes
21360;6;Orlando Gill;68;Married;Male;20000;Low;4;0;High School;Skilled Manual;Yes;2;1;Yes
21361;37;Ricky Romero;69;Married;Male;30000;Very High;2;0;Partial College;Clerical;No;2;2;Yes
21362;39;Angel Evans;63;Married;Male;30000;Very High;2;0;Partial College;Clerical;No;2;0;Yes
21363;29;Tammy L. Arthur;68;Married;Female;10000;Low;2;1;Partial High School;Clerical;Yes;2;1;Yes
21364;54;Charles M. Gray;39;Single;Male;40000;Average;0;0;Partial High School;Clerical;No;2;0;Yes
21365;7;Gloria A. Ramos;68;Married;Female;10000;Low;2;1;Partial High School;Clerical;Yes;2;1;Yes
21366;36;Kelvin C. Andersen;67;Married;Male;10000;Low;2;1;Partial High School;Clerical;Yes;2;1;Yes
21367;13;Cindy Rana;68;Married;Female;20000;Low;2;1;Partial High School;Clerical;Yes;2;1;Yes
21368;314;Mason B. Collins;38;Married;Male;60000;Average;0;0;Partial College;Skilled Manual;Yes;2;1;Yes
21369;359;Sarah K. Rodriguez;39;Married;Female;70000;High;0;0;Partial College;Skilled Manual;Yes;2;1;Yes
21370;36;Emmanuel V. Martinez;61;Married;Male;20000;Low;2;1;Partial High School;Clerical;Yes;2;1;Yes
21371;9;Ann Patel;67;Married;Female;20000;Low;2;1;Partial High School;Clerical;Yes;2;1;Yes
21372;26;Wayne A. Raje;67;Single;Male;20000;Low;2;1;Partial High School;Clerical;Yes;2;1;Yes
21373;37;Clayton L. Liu;67;Married;Male;20000;Low;2;1;Partial High School;Clerical;No;2;1;Yes
21374;18;Stacey L. Zhou;66;Married;Female;20000;Low;2;1;Partial High School;Clerical;Yes;2;1;Yes
21375;18;Carl Sharma;67;Single;Male;20000;Low;2;1;Partial High School;Clerical;Yes;2;1;Yes
21376;39;Paula W. Ramos;55;Married;Female;20000;Low;2;1;Partial High School;Clerical;Yes;2;1;Yes
21377;4;Allison Bailey;66;Single;Female;20000;Low;2;1;Partial High School;Clerical;Yes;2;1;Yes
21378;31;Rebekah J. Diaz;65;Married;Female;20000;Low;2;1;Partial High School;Clerical;Yes;2;1;Yes
21379;4;Colleen S. Huang;66;Married;Female;30000;Very High;3;0;Partial College;Clerical;No;2;2;Yes
21380;4;Candace Sara;66;Married;Female;30000;Very High;3;0;Partial College;Clerical;No;2;2;Yes
21381;15;Francis D. Ruiz;66;Married;Male;30000;Very High;3;0;Partial College;Clerical;No;2;1;Yes
21382;25;Brad K. Chander;60;Married;Male;30000;Very High;3;0;Partial College;Clerical;No;2;1;Yes
21383;32;Ricardo Anand;59;Married;Male;20000;Low;2;1;Partial High School;Clerical;Yes;2;1;Yes
21384;12;Ronnie D. Lin;64;Married;Male;30000;Very High;3;0;High School;Skilled Manual;No;2;2;Yes
21385;312;Nicole Peterson;36;Single;Female;30000;Very High;0;0;Partial College;Skilled Manual;Yes;2;1;Yes
21386;322;Abigail H. Wood;35;Single;Female;30000;Very High;0;0;Partial College;Skilled Manual;Yes;2;1;Yes
21387;26;Nelson C. Diaz;64;Single;Male;30000;Very High;3;0;High School;Skilled Manual;Yes;2;2;Yes
21388;546;Nicole Lee;37;Single;Female;80000;High;0;0;Bachelors;Management;No;1;1;Yes
21389;40;Jamie Sun;63;Married;Female;30000;Very High;3;0;High School;Skilled Manual;No;2;2;Yes
21390;7;Grant Becker;57;Married;Male;40000;Average;3;0;Partial College;Skilled Manual;No;2;1;Yes
21391;21;Dawn Xie;61;Married;Female;40000;Average;3;0;Partial High School;Clerical;No;2;1;Yes
21392;26;Kelli A. Lin;62;Married;Female;40000;Average;3;0;Partial High School;Clerical;No;2;1;Yes
21393;33;Candace J. Arun;62;Single;Female;70000;High;2;0;Partial College;Skilled Manual;No;2;2;Yes
21394;40;Gabriella Parker;61;Single;Female;70000;High;2;0;Partial College;Skilled Manual;Yes;2;2;Yes
21395;609;Alexia M. Hughes;40;Married;Female;40000;Average;0;0;Partial College;Skilled Manual;Yes;2;0;Yes
21396;612;Megan Martinez;40;Single;Female;40000;Average;0;0;Partial College;Skilled Manual;No;2;1;Yes
21397;631;Mason D. Howard;35;Married;Male;40000;Average;0;0;High School;Skilled Manual;Yes;2;1;Yes
21398;372;Ethan Diaz;35;Married;Male;60000;Average;0;0;Partial College;Skilled Manual;Yes;2;1;Yes
21399;385;Ian Hughes;40;Married;Male;60000;Average;0;0;Partial College;Skilled Manual;Yes;2;1;Yes
21400;50;Adam A. Campbell;37;Single;Male;60000;Average;0;0;Partial College;Skilled Manual;No;2;2;Yes
21401;543;Eric Powell;37;Single;Male;60000;Average;0;0;Partial College;Professional;Yes;2;1;Yes
21402;19;Kevin W. King;60;Married;Male;80000;High;2;0;High School;Skilled Manual;No;2;2;Yes
21403;26;Lisa K.. Roy;58;Single;Male;70000;High;2;0;High School;Professional;No;2;2;Yes
21404;25;Julio H. Sanz;59;Single;Male;70000;High;2;0;High School;Professional;No;2;2;Yes
21405;23;Bonnie Shen;46;Married;Female;110000;Very High;5;1;Bachelors;Management;Yes;4;1;Yes
21406;33;Troy Chandra;57;Married;Male;110000;Very High;4;1;Bachelors;Management;Yes;4;1;Yes
21407;33;Wesley Lin;51;Married;Male;110000;Very High;4;1;Bachelors;Management;Yes;4;1;Yes
21408;32;Autumn I. Chen;57;Married;Female;110000;Very High;4;1;Bachelors;Management;Yes;4;2;Yes
21409;36;Johnny Deng;57;Married;Male;110000;Very High;1;1;Bachelors;Management;Yes;4;1;Yes
21410;614;Eric Zhang;37;Married;Male;70000;High;0;0;Partial College;Professional;No;2;1;Yes
21411;335;Maria Kelly;42;Single;Female;70000;High;0;0;Partial College;Professional;No;2;1;Yes
21412;62;Jordan Alexander;41;Married;Male;50000;Average;0;0;High School;Professional;Yes;2;1;Yes
21413;618;Dalton M. Robinson;42;Married;Male;60000;Average;0;0;Partial College;Professional;Yes;2;1;Yes
21414;543;Aaron Butler;42;Married;Male;60000;Average;0;0;Partial College;Professional;Yes;2;1;Yes
21415;634;Sydney Sanchez;41;Single;Female;60000;Average;0;0;Partial College;Professional;Yes;2;1;Yes
21416;300;Ryan A. Butler;36;Single;Male;60000;Average;0;0;Partial College;Professional;No;2;1;Yes
21417;301;Gabrielle T. Torres;41;Single;Female;60000;Average;0;0;Partial College;Professional;No;2;1;Yes
21418;20;Alicia A. Chapman;57;Married;Female;120000;Very High;1;2;Bachelors;Management;Yes;2;2;Yes
21419;312;Gilbert Ma;50;Married;Male;120000;Very High;2;2;Bachelors;Management;Yes;3;1;Yes
21420;338;Isabella C. Carter;53;Single;Female;70000;High;2;0;Partial High School;Skilled Manual;No;2;1;Yes
21421;638;Ashley Ross;53;Married;Female;60000;Average;2;0;High School;Professional;Yes;2;1;Yes
21422;348;Karen Wood;59;Married;Female;80000;High;2;1;Bachelors;Management;Yes;0;1;Yes
21423;71;Connor Adams;58;Single;Male;90000;High;2;0;Partial College;Professional;Yes;1;2;Yes
21424;316;Emily L. Alexander;48;Married;Female;60000;Average;2;0;High School;Professional;No;2;1;Yes
21425;343;Carlos Hall;60;Married;Male;60000;Average;2;0;High School;Professional;No;2;1;Yes
21426;310;Jon Raje;59;Married;Male;60000;Average;2;0;High School;Professional;No;2;1;Yes
21427;632;Kelly Foster;59;Married;Female;70000;High;3;0;Partial College;Professional;No;2;1;Yes
21428;612;Jada A. Brooks;59;Married;Female;70000;High;3;0;Partial College;Professional;No;2;1;Yes
21429;547;Isabella D. Sandberg;43;Married;Female;70000;High;3;0;Partial College;Professional;Yes;2;1;Yes
21430;301;Savannah P. Morgan;83;Married;Female;90000;High;3;0;Graduate Degree;Management;Yes;1;1;Yes
21431;49;Preston Kapoor;45;Single;Male;80000;High;0;0;Bachelors;Management;No;1;1;Yes
21432;616;Melanie A. Ward;50;Married;Female;100000;Very High;3;1;Bachelors;Management;Yes;4;1;Yes
21433;311;Gerald Martinez;45;Married;Male;110000;Very High;3;2;Bachelors;Management;Yes;4;1;Yes
21434;361;Isabella F. Smith;50;Single;Female;130000;Very High;1;2;Graduate Degree;Management;No;1;1;Yes
21435;369;Connor G. Alexander;45;Single;Male;150000;Very High;0;0;Bachelors;Management;No;2;1;Yes
21436;611;Brandi Serrano;48;Single;Female;70000;High;1;0;Bachelors;Professional;Yes;1;1;Yes
21437;307;Whitney Sara;53;Single;Female;70000;High;1;0;Bachelors;Professional;No;1;1;Yes
21438;368;Edward Price;54;Single;Male;70000;High;1;0;Bachelors;Professional;No;1;1;Yes
21439;634;Thomas M. Clark;48;Single;Male;70000;High;1;0;Bachelors;Professional;Yes;1;1;Yes
21440;336;Ian Morgan;54;Single;Male;70000;High;1;0;Bachelors;Professional;No;1;2;Yes
21441;60;Edward Nelson;68;Married;Male;50000;Average;4;0;Bachelors;Management;Yes;2;0;No
21442;331;Savannah E. Cook;68;Single;Female;50000;Average;4;0;Bachelors;Management;Yes;2;1;No
21443;631;Zoe D. Morgan;74;Married;Female;70000;High;5;0;Bachelors;Management;Yes;2;1;No
21444;352;Blake R. Lopez;73;Married;Male;70000;High;5;0;Bachelors;Management;Yes;2;1;Yes
21445;609;Madeline Evans;73;Married;Female;60000;Average;3;0;Graduate Degree;Management;Yes;2;1;No
21446;68;Jeremy Barnes;72;Married;Male;60000;Average;3;0;Graduate Degree;Management;No;2;1;Yes
21447;60;Anthony Harris;73;Married;Male;70000;High;5;0;Bachelors;Management;Yes;2;1;No
21448;311;Jenna D. Nelson;73;Married;Female;80000;High;5;0;Bachelors;Management;No;2;1;Yes
21449;311;Devon Raheem;73;Married;Male;80000;High;5;0;Bachelors;Management;Yes;2;1;Yes
21450;68;Nathan Bryant;72;Married;Male;40000;Average;4;0;High School;Professional;No;2;1;Yes
21451;311;Jocelyn Ross;71;Married;Female;40000;Average;4;0;High School;Professional;Yes;2;1;No
21452;539;Seth R. Bailey;72;Married;Male;40000;Average;4;0;High School;Professional;Yes;2;1;No
21453;49;Wayne Deng;66;Married;Male;70000;High;4;0;Bachelors;Management;Yes;2;1;Yes
21454;311;Alvin Goldstein;72;Married;Male;70000;High;4;0;Bachelors;Management;Yes;2;1;Yes
21455;609;Samuel E. Shan;70;Married;Male;40000;Average;4;0;High School;Professional;No;2;1;No
21456;543;Dalton Gonzales;71;Married;Male;40000;Average;4;0;High School;Professional;No;2;1;No
21457;300;Jamie Serrano;70;Married;Male;40000;Average;5;0;High School;Professional;No;2;1;Yes
21458;335;Carson Price;65;Married;Male;40000;Average;5;0;High School;Professional;No;2;1;Yes
21459;374;Luis M. Alexander;70;Married;Male;70000;High;4;0;Bachelors;Management;No;2;1;Yes
21460;372;Jack Carter;70;Married;Male;70000;High;4;0;Bachelors;Management;Yes;2;1;Yes
21461;60;Elizabeth A. Simmons;71;Married;Female;70000;High;5;0;Bachelors;Management;Yes;2;1;No
21462;345;Katelyn Nelson;70;Single;Female;70000;High;5;0;Bachelors;Management;No;2;1;Yes
21463;372;Logan F. Roberts;70;Married;Male;70000;High;5;0;Bachelors;Management;Yes;2;1;Yes
21464;51;Miguel Griffin;71;Married;Male;70000;High;5;0;Bachelors;Management;Yes;2;1;No
21465;360;Austin Shan;70;Married;Male;70000;High;5;0;Bachelors;Management;Yes;3;1;No
21466;542;Austin Jones;70;Married;Male;70000;High;5;0;Bachelors;Management;No;3;1;Yes
21467;632;David C. Harris;69;Married;Male;60000;Average;4;0;Bachelors;Management;Yes;2;1;No
21468;336;Ethan L. Yang;69;Married;Male;60000;Average;4;0;Bachelors;Management;Yes;2;1;No
21469;316;Caitlin C. Bell;68;Single;Female;70000;High;2;1;Partial College;Professional;No;1;1;Yes
21470;307;Stephanie Jenkins;69;Single;Female;70000;High;2;1;Partial College;Professional;No;1;1;Yes
21471;51;Marcus l. Carter;69;Married;Male;70000;High;2;1;Partial College;Professional;Yes;1;1;No
21472;325;Patrick J. Ward;68;Married;Male;70000;High;2;1;Partial College;Professional;Yes;1;1;Yes
21473;612;Stacy S. Rubio;67;Married;Female;40000;Average;2;1;High School;Professional;Yes;2;1;Yes
21474;623;Lucas L. Gray;67;Married;Male;60000;Average;2;1;Partial College;Professional;Yes;1;1;No
21475;314;Cassidy Alexander;62;Married;Female;60000;Average;2;1;Bachelors;Management;Yes;0;1;Yes
21476;315;Hunter Jenkins;67;Married;Male;60000;Average;2;1;Bachelors;Management;No;0;1;Yes
21477;339;Katelyn B. Watson;68;Married;Female;60000;Average;2;1;Bachelors;Management;Yes;0;1;No
21478;343;Abigail R. Reed;67;Married;Female;60000;Average;2;1;Bachelors;Management;Yes;0;1;Yes
21479;359;Noah B. Foster;68;Married;Male;60000;Average;2;1;Bachelors;Management;Yes;0;1;Yes
21480;49;Alfredo P. Martin;67;Married;Male;40000;Average;2;1;High School;Professional;No;2;1;Yes
